,Name,Height,Weight,Reach,Stance,DOB,Link
2226,Diego Nunes,"5' 6""",145 lbs,"67""",Orthodox,"Nov 30, 1982",http://ufcstats.com/fighter-details/3a24769a4855040a
2227,Amanda Nunes,"5' 8""",135 lbs,"69""",Orthodox,"May 30, 1988",http://ufcstats.com/fighter-details/80fa8218c99f9c58
2228,Nina Nunes,"5' 5""",125 lbs,"64""",Orthodox,"Dec 03, 1985",http://ufcstats.com/fighter-details/d343df8ba11f4c4e
2229,Istela Nunes,"5' 4""",115 lbs,"66""",Orthodox,"Jul 23, 1992",http://ufcstats.com/fighter-details/efc67b07eed39794
2230,Josiane Nunes,"5' 2""",145 lbs,"67""",Southpaw,"Dec 23, 1993",http://ufcstats.com/fighter-details/68d35296f566792b
2231,Khabib Nurmagomedov,"5' 10""",155 lbs,"70""",Orthodox,"Sep 20, 1988",http://ufcstats.com/fighter-details/032cc3922d871c7f
2232,Said Nurmagomedov,"5' 8""",135 lbs,"70""",Orthodox,"Apr 05, 1992",http://ufcstats.com/fighter-details/0fd5f4b838e890cc
2233,Abubakar Nurmagomedov,"5' 11""",170 lbs,"72""",Orthodox,"Nov 13, 1989",http://ufcstats.com/fighter-details/029e1293e609fd74
2234,Umar Nurmagomedov,"5' 8""",135 lbs,"69""",Orthodox,"Jan 03, 1996",http://ufcstats.com/fighter-details/2b6fc1c02736833d
2235,Kennedy Nzechukwu,"6' 5""",205 lbs,"83""",Southpaw,"Jun 13, 1992",http://ufcstats.com/fighter-details/8667caa0451d245b
2236,Jake O'Brien,"6' 3""",205 lbs,"76""",Orthodox,"Sep 25, 1984",http://ufcstats.com/fighter-details/20bcc9966affb19c
2237,TJ O'Brien,"6' 2""",155 lbs,--,Orthodox,"Jan 01, 1987",http://ufcstats.com/fighter-details/d25b93992f285953
2238,Sean O'Connell,"6' 1""",205 lbs,"74""",Orthodox,"Sep 02, 1983",http://ufcstats.com/fighter-details/cb52f9490c2dc069
2239,Dan O'Connor,"5' 4""",115 lbs,--,,"Nov 17, 1982",http://ufcstats.com/fighter-details/69ea0119f6f0dfe0
2240,Sean O'Haire,"6' 5""",270 lbs,--,Orthodox,"Feb 25, 1971",http://ufcstats.com/fighter-details/46effbd1135423c5
2241,Sean O'Malley,"5' 11""",135 lbs,"72""",Switch,"Oct 24, 1994",http://ufcstats.com/fighter-details/b50a426a33da0012
2242,Jeremiah O'Neal,"5' 8""",260 lbs,--,,"Oct 25, 1977",http://ufcstats.com/fighter-details/338fda4ec7034c5d
2243,Chuck O'Neil,"6' 2""",170 lbs,--,,"Sep 22, 1985",http://ufcstats.com/fighter-details/56bc9ccb609df534
2244,Casey O'Neill,"5' 6""",125 lbs,"69""",Orthodox,"Oct 07, 1997",http://ufcstats.com/fighter-details/04835018f90b118c
2245,Brendan O'Reilly,"5' 7""",170 lbs,"69""",Orthodox,"Jun 24, 1987",http://ufcstats.com/fighter-details/494b0bfdbac74502
2246,Takahiro Oba,"5' 8""",200 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/7139cd2ae4bf6a29
2247,Nobuhiro Obiya,"5' 8""",145 lbs,--,Orthodox,"Jan 15, 1981",http://ufcstats.com/fighter-details/6e3282d57d2467a0
2248,Christian Ocon,"5' 8""",135 lbs,"69""",Orthodox,"Feb 05, 1996",http://ufcstats.com/fighter-details/2d6d6ffe5a446ea2
2249,Richard Odoms,"6' 5""",265 lbs,--,Orthodox,"May 08, 1975",http://ufcstats.com/fighter-details/f43907e75f8d9baa
2250,Volkan Oezdemir,"6' 2""",205 lbs,"75""",Orthodox,"Sep 19, 1989",http://ufcstats.com/fighter-details/0845c81e37d3bcb3
2251,Naoya Ogawa,"6' 4""",255 lbs,--,Orthodox,"Mar 31, 1968",http://ufcstats.com/fighter-details/4b2390cfaceb91d8
2252,Trey Ogden,"5' 11""",155 lbs,"72""",Orthodox,"Nov 14, 1989",http://ufcstats.com/fighter-details/cfc3e7bb44685289
2253,Andy Ogle,"5' 8""",145 lbs,"69""",Orthodox,"Feb 16, 1989",http://ufcstats.com/fighter-details/b6c4451cb13c9303
2254,Ho Taek Oh,--,155 lbs,--,,"Jul 20, 1993",http://ufcstats.com/fighter-details/5c020ee6ab450870
2255,Michiyoshi Ohara,"5' 10""",205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/6a8a06b542e1516d
2256,Koji Oishi,"5' 8""",170 lbs,--,Orthodox,"May 31, 1977",http://ufcstats.com/fighter-details/01daf32100ed7517
2257,Takayuki Okada,"6' 1""",290 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/32541eb5d12668b4
2258,Yushin Okami,"6' 2""",170 lbs,"75""",Southpaw,"Jul 21, 1981",http://ufcstats.com/fighter-details/acff437707625fc7
2259,JJ Okanovich,"5' 11""",155 lbs,"76""",Orthodox,"Nov 04, 1990",http://ufcstats.com/fighter-details/aa40fe6038db56cb
2260,Bolaji Oki,--,155 lbs,--,,"Nov 15, 1995",http://ufcstats.com/fighter-details/4bdedbdeedff7d1d
2261,Kazuki Okubo,"5' 11""",175 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/33454ad90754cb49
2262,Masakatsu Okuda,--,--,--,,--,http://ufcstats.com/fighter-details/02a65a55f25fb4f3
2263,Aleksei Oleinik,"6' 2""",240 lbs,"80""",Orthodox,"Jun 20, 1977",http://ufcstats.com/fighter-details/98c23cb6da5b3352
2264,Michal Oleksiejczuk,"6' 0""",185 lbs,"74""",Southpaw,"Feb 22, 1995",http://ufcstats.com/fighter-details/0d65c432720accb9
2265,Rafaello Oliveira,"5' 8""",155 lbs,"71""",Orthodox,"Jan 26, 1982",http://ufcstats.com/fighter-details/15b1b21cd743d652
2266,Charles Oliveira,"5' 10""",155 lbs,"74""",Orthodox,"Oct 17, 1989",http://ufcstats.com/fighter-details/07225ba28ae309b6
2267,Jorge Oliveira,"6' 1""",205 lbs,--,,--,http://ufcstats.com/fighter-details/bec2746f033802c3
2268,Ednaldo Oliveira,"6' 5""",205 lbs,--,Orthodox,"Feb 19, 1984",http://ufcstats.com/fighter-details/acd9513399a8b09b
2269,Alex Oliveira,"5' 11""",170 lbs,"76""",Orthodox,"Feb 21, 1988",http://ufcstats.com/fighter-details/57b10fca4f9c9a7a
2270,Maria Oliveira,"5' 6""",115 lbs,"69""",Orthodox,"Dec 12, 1996",http://ufcstats.com/fighter-details/37d752ec41ed84bb
2271,Bruno Oliveira,"6' 4""",205 lbs,"80""",Orthodox,"May 02, 1984",http://ufcstats.com/fighter-details/1e85912c9bab7e2b
2272,Saimon Oliveira,"5' 4""",135 lbs,"72""",Orthodox,"Apr 21, 1991",http://ufcstats.com/fighter-details/72ea1984c52019b5
2273,Wendell Oliveira Marques,"5' 10""",170 lbs,--,Orthodox,"Jun 01, 1983",http://ufcstats.com/fighter-details/32c03df3c9760069
2274,Felipe Olivieri,"5' 9""",155 lbs,--,Orthodox,"Apr 12, 1985",http://ufcstats.com/fighter-details/948880beac71f028
2275,Andy Ologun,"6' 0""",154 lbs,--,Orthodox,"Jun 12, 1983",http://ufcstats.com/fighter-details/e96d8538d3f9d0ed
2276,Shana Olsen,"5' 7""",145 lbs,--,,"Dec 17, 1980",http://ufcstats.com/fighter-details/dfbb95ca0c143988
2277,Casey Olson,"5' 7""",145 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/7613773461b276f4
2278,Dennis Olson,"6' 0""",170 lbs,--,,--,http://ufcstats.com/fighter-details/8e0709784259402d
2279,Cameron Olson,"6' 1""",205 lbs,"75""",Orthodox,"Nov 22, 1989",http://ufcstats.com/fighter-details/5a9104718439ef44
2280,Gadzhi Omargadzhiev,"6' 1""",170 lbs,"71""",Switch,"Feb 24, 1993",http://ufcstats.com/fighter-details/684d3aee255a3d09
2281,Alan Omer,"5' 10""",145 lbs,--,Orthodox,"Sep 14, 1988",http://ufcstats.com/fighter-details/f2ad06f1007c481a
2282,Daniel Omielanczuk,"6' 0""",247 lbs,"74""",Southpaw,"Aug 31, 1982",http://ufcstats.com/fighter-details/470fedbc8563ac47
2283,Michihiro Omigawa,"5' 6""",145 lbs,"68""",Orthodox,"Dec 19, 1975",http://ufcstats.com/fighter-details/9f842be1a5337be6
2284,David Onama,"5' 11""",145 lbs,"74""",Orthodox,"Jun 07, 1994",http://ufcstats.com/fighter-details/ffe9703408fb5964
2285,Charlie Ontiveros,"6' 2""",155 lbs,"74""",Switch,"Jul 04, 1991",http://ufcstats.com/fighter-details/318572f6f74b760d
2286,Chibwikem Onyenegecha,"6' 3""",185 lbs,--,Orthodox,"Apr 18, 1994",http://ufcstats.com/fighter-details/887e09328cd63df1
2287,Sam Oropeza,"6' 2""",170 lbs,--,,--,http://ufcstats.com/fighter-details/6b8db407d49c6e4b
2288,Brian Ortega,"5' 8""",145 lbs,"69""",Switch,"Feb 21, 1991",http://ufcstats.com/fighter-details/def8166ff24bd237
2289,Tito Ortiz,"6' 3""",205 lbs,"74""",Orthodox,"Jan 23, 1975",http://ufcstats.com/fighter-details/2f732dd9210d301f
2290,Jorge Ortiz,"6' 0""",185 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/9c5828c6fd9dc948
2291,Dustin Ortiz,"5' 5""",125 lbs,"65""",Orthodox,"Dec 25, 1988",http://ufcstats.com/fighter-details/f53c1f4ceeed8c08
2292,Kenji Osawa,"5' 7""",135 lbs,"66""",Orthodox,"Nov 04, 1976",http://ufcstats.com/fighter-details/8eb239a52fc4ec14
2293,Ode Osbourne,"5' 7""",125 lbs,"73""",Southpaw,"Jan 09, 1992",http://ufcstats.com/fighter-details/6d68c1afe954f121
2294,Kurt Osiander,--,185 lbs,--,,--,http://ufcstats.com/fighter-details/f84dfc5a8d178403
2295,Nick Osipczak,"6' 2""",170 lbs,"76""",Orthodox,"Dec 30, 1984",http://ufcstats.com/fighter-details/5b407acfe0ef9b76
2296,Nissen Osterneck,"6' 2""",185 lbs,--,Orthodox,"May 01, 1981",http://ufcstats.com/fighter-details/d632d156c0549e07
2297,Rachael Ostovich,"5' 3""",125 lbs,"62""",Orthodox,"Feb 25, 1991",http://ufcstats.com/fighter-details/01784fbc27c68b14
2298,Pedro Otavio,"6' 3""",245 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/4512e46543b960ad
2299,Alexander Otsuka,"6' 1""",205 lbs,--,Orthodox,"Jul 17, 1971",http://ufcstats.com/fighter-details/865aa315ea62c511
2300,Takafumi Otsuka,"5' 6""",139 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/6b8f28da9a483049
2301,Zak Ottow,"5' 11""",170 lbs,"72""",Orthodox,"Dec 22, 1986",http://ufcstats.com/fighter-details/47cd337b86b1af92
2302,Artur Oumakhanov,"5' 7""",154 lbs,--,Orthodox,"Feb 27, 1979",http://ufcstats.com/fighter-details/1ef0eae31904e534
2303,Sidney Outlaw,"5' 8""",170 lbs,"74""",Orthodox,"Apr 11, 1992",http://ufcstats.com/fighter-details/871ce0b4a01922b6
2304,Alistair Overeem,"6' 4""",265 lbs,"80""",Orthodox,"May 17, 1980",http://ufcstats.com/fighter-details/b4ad3a06ee4d660c
2305,Valentijn Overeem,"6' 3""",230 lbs,--,Orthodox,"Aug 17, 1976",http://ufcstats.com/fighter-details/20e403a1acfef130
2306,Craig Oxley,"5' 9""",155 lbs,--,,"Feb 14, 1973",http://ufcstats.com/fighter-details/4bb9d7a32d02a03e
2307,Shungo Oyama,"5' 11""",185 lbs,--,Southpaw,"Apr 11, 1974",http://ufcstats.com/fighter-details/47b7e4e60813b7b2
2308,Alptekin Ozkilic,"5' 5""",125 lbs,"65""",Orthodox,"Mar 27, 1986",http://ufcstats.com/fighter-details/e18a19001a3f7c7d
2309,Qiu Lun,"5' 8""",125 lbs,"66""",Southpaw,"Jul 08, 1997",http://ufcstats.com/fighter-details/126bdc1710a8cbf4
2310,Bao Quach,"5' 3""",145 lbs,--,Orthodox,"Sep 04, 1979",http://ufcstats.com/fighter-details/d365ee924f5cc3fc
2311,Gary Quan,"5' 8""",143 lbs,--,,"Apr 11, 1971",http://ufcstats.com/fighter-details/f7b4cbe93f3bac06
2312,Billy Quarantillo,"5' 10""",145 lbs,"70""",Orthodox,"Dec 08, 1988",http://ufcstats.com/fighter-details/aa171d55d4b5208f
2313,Nate Quarry,"6' 0""",185 lbs,"72""",Open Stance,"Mar 18, 1972",http://ufcstats.com/fighter-details/52cae54377b433b7
2314,Vinicius Queiroz,"6' 7""",220 lbs,--,,"Aug 29, 1983",http://ufcstats.com/fighter-details/2a8502954f49e682
2315,Jimmy Quinlan,"6' 0""",185 lbs,--,Orthodox,"May 25, 1986",http://ufcstats.com/fighter-details/ddbe4fa2ea573393
2316,Josh Quinlan,"6' 0""",170 lbs,"72""",Orthodox,"Feb 06, 1993",http://ufcstats.com/fighter-details/876f478f796495f7
2317,Ryan Quinn,"5' 8""",145 lbs,--,,--,http://ufcstats.com/fighter-details/cc23ed51619421a3
2318,Michel Quinones,"5' 10""",155 lbs,"73""",Orthodox,"Dec 22, 1984",http://ufcstats.com/fighter-details/5e84a859c6a82288
2319,Landon Quinones,"5' 9""",155 lbs,--,Southpaw,"Nov 21, 1995",http://ufcstats.com/fighter-details/267f4a6568abe245
2320,Jose Quinonez,"5' 8""",135 lbs,"69""",Southpaw,"Jul 28, 1990",http://ufcstats.com/fighter-details/36549928f90f1d36
2321,Cristian Quinonez,"5' 8""",135 lbs,"70""",Orthodox,"Apr 26, 1996",http://ufcstats.com/fighter-details/7debc13b36343605
2322,Raquel Pa'aluhi,"5' 7""",135 lbs,--,,--,http://ufcstats.com/fighter-details/373be586f370d400
2323,Nick Pace,"5' 7""",135 lbs,"68""",Orthodox,"Apr 17, 1987",http://ufcstats.com/fighter-details/8cb76103cd8a1562
2324,Larissa Pacheco,"5' 7""",135 lbs,--,Orthodox,"Sep 07, 1994",http://ufcstats.com/fighter-details/16b89be2f5c16fba
2325,Teemu Packalen,"6' 1""",155 lbs,"75""",Orthodox,"May 22, 1987",http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a
2326,George Pacurariu,"5' 7""",135 lbs,--,,"Jul 28, 1984",http://ufcstats.com/fighter-details/c51da79b0346b5b7
2327,Cyrillo Padilha,"5' 11""",155 lbs,--,,"Jan 23, 1978",http://ufcstats.com/fighter-details/856c4d2668a875f9
2328,Gary Padilla,"5' 11""",205 lbs,--,,"May 04, 1980",http://ufcstats.com/fighter-details/01dd4cdc2446f665
2329,Fernando Padilla,"6' 1""",145 lbs,"76""",Orthodox,"Dec 15, 1996",http://ufcstats.com/fighter-details/d2f43cfaf8ca3560
2330,Damacio Page,"5' 6""",135 lbs,"66""",Orthodox,"Sep 30, 1982",http://ufcstats.com/fighter-details/c96e2ae6021144a1
2331,Michael Page,"6' 2""",170 lbs,--,,"Apr 07, 1987",http://ufcstats.com/fighter-details/a67d071163962af8
2332,Dustin Pague,"5' 9""",135 lbs,"74""",Orthodox,"Aug 05, 1987",http://ufcstats.com/fighter-details/55f80a8aeffcdb33
2333,Josh Paiva,"5' 6""",125 lbs,--,,"Apr 05, 1991",http://ufcstats.com/fighter-details/1e12c1dbbb1e2dda
2334,Raulian Paiva,"5' 8""",135 lbs,"69""",Orthodox,"Oct 17, 1995",http://ufcstats.com/fighter-details/82b4e942781b1046
2335,Dinis Paiva Jr.,"5' 9""",145 lbs,"71""",Southpaw,"May 26, 1988",http://ufcstats.com/fighter-details/ad3a5e465c76e499
2336,Fredson Paixao,"5' 6""",145 lbs,"66""",Orthodox,"May 13, 1979",http://ufcstats.com/fighter-details/320edfb0332b7073
2337,Luis Pajuelo,--,145 lbs,--,,"Dec 12, 1994",http://ufcstats.com/fighter-details/e530df53922f413e
2338,Jose Palacios,"5' 9""",145 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/de20ffb3fc2e7629
2339,Ricky Palacios,"5' 6""",145 lbs,--,Orthodox,"Jul 05, 1987",http://ufcstats.com/fighter-details/797ddccda75f169f
2340,Bart Palaszewski,"5' 9""",145 lbs,"70""",Orthodox,"May 30, 1983",http://ufcstats.com/fighter-details/4304992c2acc187b
2341,Sasha Palatnikov,"6' 1""",170 lbs,"72""",Switch,"Mar 15, 1989",http://ufcstats.com/fighter-details/a6c20202c701e5ca
2342,Soa Palelei,"6' 4""",265 lbs,"81""",Orthodox,"Jul 12, 1977",http://ufcstats.com/fighter-details/60029bcf496bd707
2343,Rousimar Palhares,"5' 8""",170 lbs,"71""",Orthodox,"Feb 26, 1980",http://ufcstats.com/fighter-details/8ddf9c51c5fdea75
2344,Tulio Palhares,--,180 lbs,--,,--,http://ufcstats.com/fighter-details/e8c170a64dc920ac
2345,Stephen Palling,"5' 4""",143 lbs,--,,"Jan 29, 1967",http://ufcstats.com/fighter-details/ab7c212de9f66af0
2346,Eduardo Pamplona,"5' 11""",170 lbs,--,,"Feb 20, 1973",http://ufcstats.com/fighter-details/f31c0905045fa100
2347,Alexandre Pantoja,"5' 5""",125 lbs,"67""",Orthodox,"Apr 16, 1990",http://ufcstats.com/fighter-details/a0f0004aadf10b71
2348,Jared Papazian,"5' 8""",135 lbs,"67""",Southpaw,"Feb 01, 1988",http://ufcstats.com/fighter-details/edad57b3dddf2168
2349,Kathryn Paprocki,"5' 3""",115 lbs,"63""",Orthodox,"Apr 28, 1993",http://ufcstats.com/fighter-details/bd381cde8426077a
2350,Joe Pardo,"6' 1""",210 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/74fefd43f073cd2f
2351,Bryan Pardoe,"6' 1""",205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/56116537d71a578c
2352,Remco Pardoel,"6' 3""",260 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/749685d24e2cac50
2353,Ido Pariente,"5' 8""",155 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/7573d25a078b5732
2354,Josh Parisian,"6' 4""",265 lbs,"79""",Orthodox,"Jun 28, 1989",http://ufcstats.com/fighter-details/b5da8f7d05e85a55
2355,Karo Parisyan,"5' 10""",170 lbs,"72""",Orthodox,"Aug 28, 1982",http://ufcstats.com/fighter-details/349aaa3da11eb587
2356,Won Sik Park,"5' 11""",154 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/9df394db5ca103eb
2357,JunYong Park,"5' 10""",185 lbs,"73""",Orthodox,"Feb 27, 1991",http://ufcstats.com/fighter-details/285ae0b4a68221f4
2358,Harvey Park,"6' 0""",155 lbs,"70""",Orthodox,"Mar 22, 1986",http://ufcstats.com/fighter-details/b709b534b6873744
2359,HyunSung Park,"5' 7""",125 lbs,"66""",Orthodox,"Nov 04, 1995",http://ufcstats.com/fighter-details/b671bdf981ad527d
2360,Norman Parke,"5' 11""",155 lbs,"70""",Southpaw,"Dec 22, 1986",http://ufcstats.com/fighter-details/14ff46596ad80609
2361,Ryan Parker,"6' 3""",235 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/6a0b80a24f22e152
2362,Larry Parker,"5' 11""",205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/c0231720fe516994
2363,Tyra Parker,"5' 5""",115 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/64be3dc99eaa42b6
2364,Mick Parkin,"6' 4""",265 lbs,"79""",Orthodox,"Oct 02, 1995",http://ufcstats.com/fighter-details/0d5cc0170c1a7e71
2365,Willie Parks,"5' 10""",185 lbs,--,,"Nov 04, 1983",http://ufcstats.com/fighter-details/86ad0ae839331bd7
2366,Jordan Parsons,"5' 9""",145 lbs,--,,"Aug 26, 1990",http://ufcstats.com/fighter-details/8b2a18d3c6735083
2367,Preston Parsons,"5' 11""",170 lbs,"71""",Orthodox,"Jul 15, 1995",http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0
2368,Jonny Parsons,"5' 9""",170 lbs,"69""",Orthodox,"Sep 06, 1991",http://ufcstats.com/fighter-details/2975297f505e9447
2369,Onassis Parungao,"5' 11""",200 lbs,--,,--,http://ufcstats.com/fighter-details/96d173b7f92aa520
2370,Ramona Pascual,"5' 7""",135 lbs,"66""",Southpaw,"Sep 23, 1988",http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906
2371,Billy Pasulatan,"5' 5""",125 lbs,"66""",Switch,"Aug 07, 1991",http://ufcstats.com/fighter-details/e5a59983f4603621
2372,Jhonoven Pati,"6' 1""",185 lbs,"75""",Switch,"Aug 29, 1990",http://ufcstats.com/fighter-details/6b16024d44eb03a2
2373,Windri Patilima,"5' 6""",155 lbs,"71""",Southpaw,"Jul 19, 1993",http://ufcstats.com/fighter-details/66d42e9503fa108e
2374,Jorge Patino,"5' 8""",170 lbs,--,Orthodox,"Aug 05, 1973",http://ufcstats.com/fighter-details/c8cca8f3de5be4b4
2375,Russell Patrick,"5' 9""",145 lbs,--,,--,http://ufcstats.com/fighter-details/eafedba0617ced81
2376,Claude Patrick,"5' 11""",170 lbs,"75""",Orthodox,"Jun 14, 1980",http://ufcstats.com/fighter-details/56116a79e4deed06
2377,Alan Patrick,"5' 11""",155 lbs,"74""",Southpaw,"Jul 19, 1983",http://ufcstats.com/fighter-details/cd7763bcadb5d4c8
2378,Michael Patt,"6' 0""",205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/83d0de122f2f9664
2379,Justin Patterson,"5' 10""",170 lbs,--,,"Dec 07, 1985",http://ufcstats.com/fighter-details/2dc7c49cfaeb867c
2380,Sam Patterson,"6' 3""",155 lbs,"78""",Orthodox,"Apr 30, 1996",http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7
2381,Zac Pauga,"6' 2""",205 lbs,"76""",Orthodox,"Feb 25, 1988",http://ufcstats.com/fighter-details/56f7d7ee06be4aab
2382,Julio Paulino,"6' 0""",170 lbs,--,Orthodox,"Dec 04, 1975",http://ufcstats.com/fighter-details/60c72f7459827881
2383,Thomas Paull,"5' 7""",155 lbs,"67""",Orthodox,"Oct 15, 1994",http://ufcstats.com/fighter-details/dda67d7d3df6b406
2384,Sergei Pavlovich,"6' 3""",257 lbs,"84""",Southpaw,"May 13, 1992",http://ufcstats.com/fighter-details/f14cf73e51b29254
2385,Pawel Pawlak,"6' 0""",170 lbs,"73""",Orthodox,"Feb 08, 1989",http://ufcstats.com/fighter-details/9310418684bc896f
2386,Estevan Payan,"5' 10""",145 lbs,--,Orthodox,"Mar 14, 1982",http://ufcstats.com/fighter-details/d0a5ef38a7778ac2
2387,Sarah Payant,"5' 4""",115 lbs,--,,--,http://ufcstats.com/fighter-details/748d4e35f846a029
2388,Roland Payne,"5' 9""",205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/2e04a3b4a2011b97
2389,Jonathan Pearce,"6' 0""",145 lbs,"71""",Switch,"May 01, 1992",http://ufcstats.com/fighter-details/87c0b1c696ddfb43
2390,Joe Pearson,"5' 10""",145 lbs,--,Orthodox,"Mar 28, 1978",http://ufcstats.com/fighter-details/122806b56775a53a
2391,Ross Pearson,"5' 8""",155 lbs,"69""",Orthodox,"Sep 26, 1984",http://ufcstats.com/fighter-details/4f732e58ed907eff
2392,Andre Pederneiras,"5' 8""",155 lbs,--,Orthodox,"Mar 22, 1967",http://ufcstats.com/fighter-details/bba678d312590087
2393,Carlo Pedersoli Jr.,"5' 11""",170 lbs,"75""",Southpaw,"Jun 08, 1993",http://ufcstats.com/fighter-details/198994b47f395af0
2394,Matt Pedro,--,--,--,,--,http://ufcstats.com/fighter-details/f354c50b8d63d9b3
2395,Tyson Pedro,"6' 3""",205 lbs,"79""",Orthodox,"Sep 17, 1991",http://ufcstats.com/fighter-details/49e96ff8ab781589
2396,Trevor Peek,"5' 9""",155 lbs,"70""",Switch,"Jan 09, 1995",http://ufcstats.com/fighter-details/0bc697c5936a2d0a
2397,Willie Peeters,"5' 9""",220 lbs,--,Orthodox,"Oct 26, 1965",http://ufcstats.com/fighter-details/e7bfdb5e0112891e
2398,Filip Pejic,"5' 8""",135 lbs,--,Orthodox,"Jul 21, 1992",http://ufcstats.com/fighter-details/38ed5a2299230227
2399,Kurt Pellegrino,"5' 8""",155 lbs,"70""",Orthodox,"May 07, 1979",http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1
2400,Yan Pellerin,"5' 11""",205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/bfe95ec546692b13
2401,Julianna Pena,"5' 6""",135 lbs,"69""",Orthodox,"Aug 19, 1989",http://ufcstats.com/fighter-details/3253b16d38ae087d
2402,Luis Pena,"6' 3""",155 lbs,"75""",Southpaw,"Jul 05, 1993",http://ufcstats.com/fighter-details/2844b047183a1adb
2403,Felipe Pena,--,--,--,,"Oct 19, 1991",http://ufcstats.com/fighter-details/566ff9546fc29acd
2404,Matej Penaz,"6' 3""",185 lbs,"83""",Southpaw,"Oct 14, 1996",http://ufcstats.com/fighter-details/abd64006fd37298d
2405,Sherman Pendergarst,"6' 1""",235 lbs,--,Orthodox,"Aug 01, 1967",http://ufcstats.com/fighter-details/e670f8cc2969a789
2406,Drew Pendleton,--,145 lbs,--,,"Dec 08, 1983",http://ufcstats.com/fighter-details/34b634cb2471bdde
2407,Cathal Pendred,"6' 1""",170 lbs,"75""",Orthodox,"Sep 02, 1987",http://ufcstats.com/fighter-details/99c7610aa74995d3
2408,BJ Penn,"5' 9""",155 lbs,"70""",Orthodox,"Dec 13, 1978",http://ufcstats.com/fighter-details/73c7cfa551289285
2409,Jessica Penne,"5' 5""",115 lbs,"67""",Orthodox,"Jan 30, 1983",http://ufcstats.com/fighter-details/c742287ed86a09bc
2410,Nick Penner,"6' 4""",205 lbs,--,Southpaw,"Mar 26, 1980",http://ufcstats.com/fighter-details/879b8df81523d91b
2411,Justin Pennington,"5' 4""",--,--,,--,http://ufcstats.com/fighter-details/0699c4b2a7c3c76f
2412,Raquel Pennington,"5' 7""",135 lbs,"67""",Orthodox,"Sep 05, 1988",http://ufcstats.com/fighter-details/fc169c387b4b465d
2413,Jerron Peoples,"6' 0""",170 lbs,--,,"May 04, 1982",http://ufcstats.com/fighter-details/a2ac473d74eb157c
2414,Godofredo Pepey,"5' 7""",145 lbs,"73""",Orthodox,"Jul 02, 1987",http://ufcstats.com/fighter-details/fa37628269132d1a
2415,Ray Perales,"5' 10""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/9a70f67ad2187fa3
2416,Robert Peralta,"5' 8""",145 lbs,"71""",Orthodox,"Mar 14, 1986",http://ufcstats.com/fighter-details/960d6cae8879ba2b
2417,Viviane Pereira,"5' 1""",115 lbs,"63""",Orthodox,"Aug 28, 1993",http://ufcstats.com/fighter-details/d50382dc0565a9e1
2418,Michel Pereira,"6' 1""",170 lbs,"73""",Orthodox,"Oct 06, 1993",http://ufcstats.com/fighter-details/595db60957de51d3
2419,Alex Pereira,"6' 4""",205 lbs,"79""",Orthodox,"Jul 07, 1987",http://ufcstats.com/fighter-details/e5549c82bfb5582d
2420,Daniel Pereira,"5' 10""",185 lbs,--,,"Dec 13, 1990",http://ufcstats.com/fighter-details/44f46b0592ca0814
2421,Rolando Perez,"5' 8""",135 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/4a9e305633f3ef47
2422,Philip Perez,"5' 5""",155 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/eee8efec7b951d84
2423,Erik Perez,"5' 8""",135 lbs,"68""",Orthodox,"Nov 19, 1989",http://ufcstats.com/fighter-details/af62f99eb7606308
2424,Alejandro Perez,"5' 6""",135 lbs,"67""",Orthodox,"Sep 02, 1989",http://ufcstats.com/fighter-details/80daefbed11ce998
2425,Frankie Perez,"5' 11""",155 lbs,"73""",Orthodox,"May 11, 1989",http://ufcstats.com/fighter-details/96c336b463e0662c
2426,Jose Perez,--,--,--,,--,http://ufcstats.com/fighter-details/89578ae236ee04e9
